CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Satisfaction Score,Card Type,Point Earned
634.0,Germany,Male,38,2,148430.6,1,1,1,56055.72,0,5,PLATINUM,808
505.0,Germany,Male,40,6,47869.69,2,1,1,155062.0,0,1,DIAMOND,910
692.0,Germany,Male,53,7,150927.0,2,0,0,119817.2,0,2,SILVER,357
537.0,Germany,Female,47,6,103163.4,1,1,0,16259.64,1,3,SILVER,367
633.0,France,Male,29,10,130206.3,1,1,0,184654.9,0,5,GOLD,957
833.0,France,Female,28,4,136674.5,2,0,0,5278.78,0,5,GOLD,502
592.0,Spain,Female,40,2,200322.5,1,1,1,113244.7,0,5,PLATINUM,482
587.0,Spain,Male,48,1,0.0,2,1,1,8908.0,0,5,DIAMOND,660
550.0,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,5,GOLD,679
680.0,France,Female,24,10,0.0,3,1,0,154971.6,1,3,SILVER,434
622.0,Spain,Female,41,9,0.0,2,1,1,155786.4,0,3,PLATINUM,292
594.0,Germany,Male,28,0,142574.7,2,1,0,129084.8,0,5,GOLD,689
643.0,Germany,Female,34,7,160426.1,1,0,1,188533.1,0,3,GOLD,806
540.0,France,Male,25,5,116160.2,1,1,0,13411.67,0,5,SILVER,906
635.0,Spain,Female,34,5,98683.47,2,1,0,15733.19,0,3,SILVER,558
657.0,France,Male,32,3,118829.0,2,1,1,73127.61,0,2,DIAMOND,343
814.0,France,Male,31,1,118870.9,1,1,0,101704.2,0,3,DIAMOND,400
600.0,France,Male,32,1,0.0,1,1,1,101986.2,0,4,SILVER,324
682.0,France,Female,46,2,0.0,1,1,1,114442.7,0,3,DIAMOND,257
682.0,France,Male,38,4,107192.4,1,1,1,15669.17,0,3,PLATINUM,459
566.0,France,Male,42,3,108010.8,1,1,1,157486.1,0,3,GOLD,509
550.0,Spain,Male,34,3,0.0,2,0,0,131281.3,0,5,SILVER,806
630.0,France,Male,26,7,129837.7,2,0,1,197001.2,0,1,DIAMOND,716
546.0,Germany,Female,58,3,106458.3,4,1,0,128881.9,1,5,SILVER,369
762.0,Spain,Male,35,9,122929.4,2,0,0,149822.0,0,3,SILVER,504
692.0,Germany,Male,45,6,152296.8,4,0,1,108040.9,1,4,DIAMOND,489
498.0,France,Female,30,1,0.0,2,0,0,135795.5,0,5,GOLD,371
850.0,Spain,Male,49,8,0.0,1,0,0,25867.67,1,2,PLATINUM,240
603.0,France,Male,35,6,128993.8,2,1,0,130483.6,0,4,DIAMOND,733
551.0,France,Female,36,5,0.0,1,1,0,183479.1,0,4,PLATINUM,960
627.0,Germany,Male,27,0,185267.5,2,1,1,77027.34,0,4,SILVER,606
515.0,France,Female,28,9,0.0,2,0,0,94141.75,0,3,PLATINUM,772
605.0,Spain,Female,29,3,116805.8,1,0,0,4092.75,0,5,PLATINUM,851
567.0,Germany,Male,29,5,129750.7,1,1,0,109257.6,0,3,GOLD,886
568.0,Germany,Female,29,2,129177.0,2,0,1,104618.0,0,3,DIAMOND,893
571.0,Germany,Male,25,6,82506.72,2,1,0,167705.1,0,3,DIAMOND,624
634.0,Germany,Male,48,2,107247.7,1,1,1,103712.1,1,5,GOLD,674
768.0,Spain,Female,42,3,0.0,1,0,0,161243.0,1,1,SILVER,651
554.0,Germany,Female,36,3,157780.9,2,1,0,6089.13,0,3,DIAMOND,530
629.0,France,Male,35,1,172170.4,1,1,1,159777.4,0,2,GOLD,230
638.0,Spain,Male,48,2,0.0,2,1,1,7919.08,0,1,DIAMOND,674
576.0,France,Male,41,1,0.0,1,1,1,188274.6,0,3,DIAMOND,999
661.0,Spain,Female,42,9,75361.44,1,1,0,27608.12,1,2,PLATINUM,828
592.0,France,Female,27,4,0.0,2,1,1,183569.3,0,5,PLATINUM,900
702.0,Spain,Male,30,2,0.0,2,1,1,145537.3,0,3,GOLD,786
647.0,France,Female,29,0,98263.46,2,1,0,164718.0,0,2,GOLD,621
593.0,France,Male,43,9,0.0,2,1,1,76357.43,0,1,DIAMOND,931
712.0,Germany,Female,40,3,109308.8,2,1,0,120158.7,1,1,GOLD,778
625.0,Spain,Female,31,8,0.0,2,1,0,151843.5,0,2,SILVER,617
538.0,Germany,Female,28,6,164365.4,1,0,1,5698.97,0,4,DIAMOND,659
637.0,Spain,Female,22,5,98800.0,1,1,0,122865.6,0,2,SILVER,430
632.0,France,Male,27,4,193125.9,1,1,1,152665.9,0,4,GOLD,262
736.0,France,Male,27,5,51522.75,1,0,1,192131.8,0,4,SILVER,562
755.0,France,Male,23,5,84284.48,2,1,1,62851.6,0,5,DIAMOND,453
425.0,Spain,Female,39,5,0.0,2,1,0,140941.5,0,1,DIAMOND,426
461.0,France,Male,51,9,119889.8,1,0,0,56767.67,1,1,GOLD,933
745.0,France,Male,21,4,137910.5,1,1,1,177235.2,0,3,PLATINUM,923
616.0,France,Female,37,6,0.0,2,1,0,86242.18,0,2,PLATINUM,850
587.0,France,Male,33,5,100116.8,1,1,0,34215.58,0,5,SILVER,492
850.0,Germany,Male,40,4,166082.2,2,0,1,44406.17,0,1,SILVER,563
601.0,France,Female,38,0,0.0,2,1,0,165196.7,0,4,PLATINUM,657
730.0,Spain,Male,26,3,0.0,1,1,0,34542.41,0,3,GOLD,805
532.0,France,Male,44,3,148595.6,1,1,0,74838.64,1,1,PLATINUM,955
850.0,Germany,Male,53,5,94078.97,2,1,0,36980.54,0,4,GOLD,325
779.0,Spain,Female,34,5,0.0,2,0,1,111676.6,0,1,SILVER,945
562.0,France,Male,29,9,0.0,1,1,1,25858.68,0,1,SILVER,512
670.0,Germany,Male,40,2,164949.0,3,0,0,177028.0,1,3,SILVER,955
729.0,France,Female,62,4,140549.4,1,1,0,30990.16,1,3,GOLD,726
767.0,France,Female,44,2,152509.3,1,1,1,136915.2,0,4,GOLD,777
742.0,France,Female,28,2,191864.5,1,1,0,108458.0,1,5,SILVER,489
669.0,France,Female,44,8,96418.09,1,0,0,131609.5,1,3,SILVER,915
542.0,Spain,Male,32,2,131945.9,1,0,1,159737.6,0,3,SILVER,406
586.0,France,Male,29,3,0.0,2,1,1,142238.5,0,2,GOLD,1000
612.0,Germany,Male,30,9,142910.2,1,1,0,105890.6,1,5,GOLD,763
740.0,France,Female,37,7,0.0,2,1,1,194270.9,0,1,DIAMOND,741
584.0,France,Male,35,3,146311.6,1,1,1,105443.5,0,1,GOLD,292
524.0,France,Male,52,2,87894.26,1,1,0,173899.4,1,4,SILVER,771
614.0,France,Female,19,5,97445.49,2,1,0,122823.3,0,5,PLATINUM,596
799.0,Spain,Male,35,7,0.0,2,0,1,140780.8,0,4,PLATINUM,695
724.0,France,Male,34,2,154485.7,2,0,0,78560.64,0,1,DIAMOND,518
601.0,France,Male,50,2,115625.1,1,1,0,185855.2,0,5,DIAMOND,666
804.0,France,Male,25,7,108396.7,1,1,0,128277.0,0,1,DIAMOND,399
745.0,Germany,Male,38,5,65095.41,2,1,1,140197.4,0,3,PLATINUM,603
667.0,Germany,Male,43,1,103018.5,1,1,0,32462.39,1,4,DIAMOND,784
518.0,France,Female,38,10,84764.79,1,1,1,162253.9,0,4,SILVER,289
819.0,France,Female,38,10,0.0,2,1,0,30498.7,0,3,SILVER,380
520.0,Spain,Female,35,4,115680.8,1,1,1,90280.7,0,5,PLATINUM,275
625.0,France,Female,39,5,0.0,2,1,0,32615.21,0,2,SILVER,269
673.0,Germany,Male,36,5,73088.06,2,0,0,196142.3,0,3,GOLD,328
656.0,Germany,Female,27,3,150905.0,2,1,0,16998.72,0,4,GOLD,839
850.0,Spain,Female,23,9,143054.9,1,0,1,62980.96,0,3,PLATINUM,930
574.0,Spain,Female,28,7,0.0,2,0,0,185660.3,0,1,PLATINUM,626
679.0,France,Male,60,6,0.0,2,1,1,77331.77,0,4,DIAMOND,421
530.0,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,4,DIAMOND,478
508.0,France,Male,44,3,115451.1,2,0,0,67234.33,0,5,GOLD,654
558.0,Germany,Male,32,4,108235.9,1,1,1,143783.3,0,4,DIAMOND,801
414.0,France,Male,38,8,0.0,1,0,1,77661.12,1,4,DIAMOND,258
648.0,Spain,Male,42,2,98795.61,2,1,0,89123.99,0,5,GOLD,365
721.0,France,Female,37,1,0.0,2,1,0,70810.8,0,5,DIAMOND,420
751.0,France,Male,31,8,0.0,2,0,0,17550.49,0,3,SILVER,341
662.0,France,Male,34,2,0.0,2,0,1,21497.27,0,4,GOLD,892
628.0,Germany,Male,29,3,113147.0,2,0,1,124749.1,0,2,PLATINUM,354
597.0,Germany,Female,39,8,162532.1,3,1,0,36051.46,1,2,SILVER,699
698.0,Spain,Female,40,0,92053.44,1,1,1,143681.8,0,4,DIAMOND,970
723.0,France,Male,48,7,0.0,2,1,1,150694.6,0,1,PLATINUM,501
586.0,France,Female,28,5,0.0,3,1,0,170487.4,1,2,PLATINUM,471
633.0,Germany,Female,29,8,104944.1,1,1,1,97684.46,0,4,DIAMOND,769
564.0,France,Male,31,4,0.0,2,1,0,53520.03,0,4,PLATINUM,363
649.0,France,Female,31,2,0.0,2,1,0,15200.61,0,5,DIAMOND,993
622.0,France,Female,30,4,107879.0,1,0,1,196894.6,0,5,GOLD,623
459.0,Germany,Male,46,7,110356.4,1,1,0,4969.13,1,1,PLATINUM,997
718.0,France,Male,27,2,0.0,2,0,0,26229.24,0,1,PLATINUM,538
655.0,Spain,Female,34,4,109783.7,2,1,0,134034.3,0,1,PLATINUM,985
696.0,France,Male,22,9,149777.0,1,1,1,198032.9,0,3,PLATINUM,873
637.0,France,Female,38,3,104339.6,1,0,0,119882.9,0,5,PLATINUM,361
630.0,Spain,Female,21,1,85818.18,1,1,1,133102.3,0,2,DIAMOND,374
592.0,France,Male,37,4,212693.0,1,0,0,176395.0,0,1,GOLD,232
634.0,Germany,Male,37,1,89696.84,2,1,1,193179.9,0,2,GOLD,725
608.0,France,Female,28,9,0.0,2,1,1,125062.0,0,4,GOLD,397
565.0,Germany,Female,32,9,68067.24,1,1,0,143287.6,0,3,SILVER,504
665.0,France,Female,55,8,136354.2,1,1,1,93769.89,0,4,GOLD,940
649.0,France,Male,38,1,122214.0,1,0,1,88965.46,0,3,DIAMOND,591
695.0,France,Male,45,3,0.0,2,1,1,30793.61,0,1,PLATINUM,364
788.0,France,Female,39,3,135139.3,1,0,1,113086.1,0,1,SILVER,444
569.0,Germany,Female,42,9,146100.8,1,1,0,32574.01,1,2,PLATINUM,812
726.0,Spain,Female,56,8,123110.9,3,0,1,130113.8,1,4,DIAMOND,873
564.0,Germany,Female,44,3,111760.4,3,1,1,104722.5,1,3,DIAMOND,785
544.0,France,Female,32,9,110728.4,1,1,1,14559.62,0,1,SILVER,629
614.0,France,Female,41,8,121558.5,1,1,1,598.8,0,5,SILVER,698
453.0,Germany,Female,38,8,120623.2,1,1,0,129698.0,0,5,GOLD,364
471.0,France,Female,58,4,114713.6,1,1,1,36315.03,0,1,PLATINUM,904
829.0,Germany,Female,37,3,103457.8,1,0,0,1114.12,0,3,PLATINUM,287
754.0,Germany,Male,57,2,101134.9,2,1,1,70954.41,0,5,GOLD,898
749.0,Germany,Male,46,10,78136.36,2,1,1,73470.98,0,5,SILVER,887
667.0,France,Male,23,1,0.0,2,1,0,91573.19,0,3,SILVER,474
670.0,Spain,Male,30,3,133446.3,1,0,0,3154.95,0,5,GOLD,317
670.0,France,Female,33,7,0.0,2,1,1,88187.81,0,2,DIAMOND,241
623.0,Germany,Female,48,1,108076.3,1,1,0,118855.3,1,3,PLATINUM,223
571.0,France,Male,32,5,131354.3,1,1,0,125256.5,0,1,PLATINUM,607
641.0,Germany,Female,37,7,62974.64,2,0,1,39016.43,0,1,GOLD,513
551.0,Germany,Female,30,2,143340.4,1,1,0,145796.5,0,2,DIAMOND,911
741.0,Germany,Male,36,8,116993.4,2,1,0,168816.2,0,3,SILVER,612
472.0,France,Male,31,4,58662.92,2,0,1,73322.0,0,1,GOLD,437
650.0,Spain,Male,41,3,128808.7,3,0,0,113677.5,1,2,DIAMOND,676
625.0,France,Male,45,7,137555.4,1,0,0,124607.7,0,3,SILVER,622
650.0,Germany,Male,34,4,142393.1,1,1,1,11276.48,0,3,DIAMOND,981
535.0,France,Female,38,8,0.0,2,1,0,136620.6,0,1,DIAMOND,272
649.0,France,Female,41,2,125785.2,1,1,1,70523.92,0,4,PLATINUM,880
689.0,France,Male,22,4,136444.3,1,1,0,51980.25,1,1,DIAMOND,919
694.0,Spain,Male,38,7,121527.4,1,1,0,113481.0,0,4,PLATINUM,582
655.0,Germany,Male,52,9,144696.8,1,1,1,49025.79,0,2,DIAMOND,691
620.0,France,Male,36,8,0.0,2,1,1,145938.0,0,5,PLATINUM,675
577.0,France,Female,35,10,0.0,2,1,1,25161.61,0,3,PLATINUM,723
401.0,Germany,Male,48,8,128140.2,1,1,0,175753.6,1,2,GOLD,382
599.0,France,Male,25,6,120383.4,1,1,1,24903.09,0,5,DIAMOND,648
481.0,France,Female,57,9,0.0,3,1,1,169719.4,1,3,SILVER,259
704.0,France,Male,42,8,129735.3,2,1,1,179565.6,0,1,PLATINUM,361
698.0,Spain,Female,31,8,185078.3,1,0,0,115337.7,1,5,GOLD,921
480.0,France,Female,28,6,0.0,2,0,0,48131.92,0,3,SILVER,921
682.0,France,Male,42,0,0.0,1,1,1,160829.0,0,5,SILVER,262
700.0,Spain,Male,31,7,0.0,2,0,1,145152.0,0,1,GOLD,676
492.0,France,Male,29,1,144592.0,1,1,1,196293.8,0,3,SILVER,251
444.0,France,Female,45,4,0.0,2,1,0,161653.5,1,3,DIAMOND,482
624.0,France,Male,36,6,0.0,2,0,0,84635.64,0,5,DIAMOND,813
709.0,France,Male,37,7,0.0,1,1,0,159486.8,0,5,SILVER,981
646.0,Germany,Male,50,6,145295.3,2,1,1,27814.74,0,3,GOLD,561
719.0,Germany,Male,28,3,106070.3,2,1,1,183893.3,0,3,GOLD,802
706.0,Germany,Female,47,6,120621.9,1,1,1,140803.7,0,5,DIAMOND,870
660.0,France,Male,38,7,0.0,2,0,1,146585.5,0,2,GOLD,780
667.0,France,Male,36,9,0.0,2,1,1,40062.29,0,4,SILVER,472
705.0,France,Male,30,1,0.0,1,1,1,181300.3,0,5,SILVER,554
598.0,Germany,Female,27,10,171283.9,1,1,1,84136.12,0,5,GOLD,508
669.0,France,Male,26,4,0.0,2,1,1,197594.3,0,2,GOLD,829
580.0,Germany,Female,38,1,128218.5,1,1,0,125953.8,1,5,PLATINUM,951
676.0,France,Female,32,5,0.0,2,1,1,75465.41,0,5,DIAMOND,862
714.0,Germany,Male,28,7,77776.39,1,1,0,177737.1,0,3,DIAMOND,264
559.0,France,Male,29,1,0.0,2,0,0,155639.8,0,1,DIAMOND,839
564.0,France,Female,28,1,0.0,1,1,1,162428.1,0,3,PLATINUM,434
850.0,Spain,Male,51,3,109799.6,2,1,1,12457.76,1,3,PLATINUM,974
689.0,France,Male,39,7,0.0,2,0,0,14917.09,0,2,PLATINUM,680
758.0,Germany,Female,61,8,125397.2,1,1,0,182184.1,1,1,DIAMOND,538
733.0,Germany,Male,38,9,111347.4,2,0,1,194873.0,0,2,GOLD,260
778.0,Spain,Male,40,8,104291.4,2,1,1,117507.1,0,5,GOLD,998
732.0,Germany,Female,61,9,94867.18,2,1,1,157527.6,1,3,GOLD,507
646.0,France,Male,24,8,0.0,2,0,0,92612.88,0,3,GOLD,239
597.0,France,Female,33,6,135703.6,2,0,0,74850.84,0,3,SILVER,438
821.0,Germany,Female,37,5,106453.5,2,0,1,127413.0,0,5,GOLD,798
640.0,France,Male,43,7,132412.4,1,0,0,69584.3,1,5,SILVER,320
511.0,Germany,Female,40,9,124401.6,1,1,0,198814.2,1,1,DIAMOND,946
805.0,France,Male,46,6,118022.1,3,1,0,162643.2,1,4,GOLD,719
540.0,Germany,Male,39,1,82531.11,1,1,0,114092.5,0,3,GOLD,361
705.0,Spain,Male,44,0,184552.1,1,1,0,68860.3,1,3,DIAMOND,295
540.0,Germany,Male,39,4,127278.3,1,1,1,16150.34,0,3,DIAMOND,572
535.0,France,Female,45,2,0.0,2,0,1,170621.6,0,4,GOLD,921
627.0,Germany,Male,23,5,184244.9,1,1,0,103099.2,0,2,SILVER,971
646.0,France,Male,52,8,59669.43,1,0,0,172495.8,1,3,SILVER,374
515.0,France,Female,25,7,79543.59,1,0,1,38772.82,0,2,DIAMOND,509
697.0,France,Female,39,6,151553.2,1,1,1,44946.29,0,4,SILVER,221
652.0,Germany,Male,27,2,166527.9,2,0,1,146007.7,0,1,SILVER,917
579.0,Germany,Male,28,6,150329.2,1,1,0,145558.4,0,2,PLATINUM,588
760.0,France,Male,43,8,121911.6,1,1,0,193312.3,0,3,SILVER,224
769.0,France,Male,51,9,156773.8,2,1,0,40257.79,0,4,PLATINUM,401
498.0,Spain,Male,29,8,127864.3,1,1,1,46677.9,0,5,SILVER,404
774.0,France,Male,53,4,113709.3,1,1,1,153887.9,1,3,PLATINUM,616
705.0,Germany,Female,43,7,79974.55,1,1,1,103108.3,0,1,SILVER,475
648.0,France,Female,44,2,0.0,2,1,1,58652.23,0,5,DIAMOND,708
688.0,France,Female,51,5,0.0,1,1,0,91624.11,1,4,PLATINUM,320
592.0,Spain,Male,38,0,0.0,1,1,0,65986.48,1,1,GOLD,354
705.0,France,Male,33,3,144428.0,2,1,0,113845.2,0,4,PLATINUM,357
654.0,France,Male,42,7,99263.09,1,1,1,67607.9,0,3,SILVER,911
624.0,France,Female,32,2,79368.87,2,1,1,145471.9,0,1,SILVER,994
594.0,France,Female,30,10,0.0,2,1,1,124071.7,0,2,DIAMOND,757
695.0,Spain,Female,34,9,0.0,2,1,1,67502.12,0,1,GOLD,774
597.0,France,Male,28,2,0.0,3,1,1,78707.97,0,3,SILVER,793
758.0,France,Female,52,7,125095.9,1,1,0,171189.8,1,2,PLATINUM,747
737.0,Germany,Female,40,2,162485.8,2,1,0,149381.3,0,2,SILVER,449
694.0,Germany,Male,37,1,95668.82,2,1,0,100335.6,0,4,GOLD,468
683.0,France,Male,25,4,0.0,2,1,0,152698.2,0,3,PLATINUM,637
538.0,Spain,Female,30,8,0.0,2,1,1,41192.95,0,3,GOLD,495
669.0,France,Male,37,4,0.0,1,1,0,132540.3,0,5,PLATINUM,968
730.0,France,Female,34,5,74197.38,2,1,0,96875.52,0,4,PLATINUM,402
622.0,France,Female,31,1,89688.94,1,1,1,152305.5,0,2,GOLD,588
714.0,Spain,Female,33,10,103121.3,2,1,1,49672.01,0,4,PLATINUM,830
569.0,Spain,Female,34,3,0.0,1,1,0,133997.5,0,1,PLATINUM,824
668.0,Germany,Female,59,5,120170.1,1,0,1,50454.8,0,3,DIAMOND,442
628.0,France,Male,32,9,149136.3,2,1,1,16402.11,0,3,GOLD,859
600.0,France,Male,40,1,141136.8,1,1,1,67803.83,0,5,SILVER,851
693.0,France,Female,43,4,152341.6,1,1,0,9241.78,0,5,SILVER,299
704.0,France,Male,36,7,120027.0,2,0,1,100601.7,0,1,GOLD,348
527.0,Spain,Male,33,9,132168.3,1,0,0,98734.15,0,3,GOLD,399
553.0,Germany,Male,43,6,85200.82,2,1,1,160574.1,0,5,PLATINUM,550
575.0,Spain,Male,53,1,84903.33,2,0,1,26015.8,0,3,GOLD,899
626.0,France,Female,32,0,0.0,2,0,0,187172.5,0,4,GOLD,479
582.0,France,Male,20,4,0.0,1,1,1,55763.66,0,5,SILVER,249
683.0,Spain,Male,40,8,0.0,1,1,0,75848.22,0,4,PLATINUM,221
850.0,France,Male,30,9,121535.2,1,0,0,40313.47,0,1,GOLD,531
653.0,Spain,Male,35,6,116663.0,2,1,1,23864.21,0,2,DIAMOND,262
679.0,France,Male,60,8,0.0,2,1,1,51380.9,0,4,SILVER,797
549.0,Germany,Female,49,6,124829.2,1,0,1,93551.36,0,3,DIAMOND,411
850.0,Spain,Female,36,5,155180.6,2,0,0,169415.5,0,2,DIAMOND,419
558.0,Germany,Female,32,1,108262.9,1,1,1,6935.31,0,3,PLATINUM,259
528.0,Spain,Male,40,4,0.0,2,1,0,25399.7,0,3,GOLD,345
801.0,France,Male,38,5,0.0,2,1,0,66256.27,0,3,PLATINUM,940
513.0,Spain,Male,48,2,0.0,1,1,1,114709.1,1,3,SILVER,497
666.0,Germany,Male,38,6,99812.88,2,1,1,158358.0,0,2,PLATINUM,671
606.0,France,Male,35,2,132164.3,1,0,1,164815.6,0,3,GOLD,331
599.0,Germany,Male,45,10,103583.1,1,1,0,132127.7,1,2,SILVER,376
544.0,Germany,Male,39,4,142406.4,2,1,0,146637.5,0,1,PLATINUM,581
529.0,Spain,Male,38,7,99842.5,2,1,0,90256.06,1,4,DIAMOND,220
850.0,France,Female,41,5,0.0,2,1,1,34827.43,0,2,GOLD,914
497.0,France,Male,41,9,0.0,1,0,0,22074.48,0,1,PLATINUM,1000
764.0,France,Female,39,5,81042.42,1,0,1,109805.2,0,4,DIAMOND,225
603.0,France,Female,48,5,0.0,1,1,0,100478.6,1,2,PLATINUM,709
609.0,France,Male,40,6,0.0,2,1,1,97416.34,0,1,DIAMOND,717
487.0,France,Male,53,4,199689.5,1,1,1,24207.86,1,1,SILVER,726
748.0,France,Male,33,1,142645.4,1,0,0,69132.66,0,5,GOLD,848
432.0,Germany,Female,45,3,110219.1,1,1,0,43046.7,1,5,GOLD,946
534.0,Spain,Male,51,3,0.0,2,0,1,20856.31,0,5,GOLD,253
607.0,France,Male,25,3,0.0,2,0,0,187048.7,0,3,DIAMOND,624
551.0,Spain,Male,32,4,0.0,2,1,0,53420.53,0,3,DIAMOND,921
674.0,France,Male,45,7,142072.0,1,1,0,37013.29,0,2,GOLD,710
525.0,France,Female,25,6,0.0,2,1,0,89566.64,0,5,DIAMOND,476
645.0,Germany,Male,33,8,149564.6,1,0,0,149913.8,0,1,PLATINUM,256
755.0,France,Female,43,9,0.0,2,1,0,18066.69,0,3,DIAMOND,690
708.0,Germany,Male,37,8,153366.1,1,1,1,26912.34,0,2,DIAMOND,682
715.0,France,Male,21,6,76467.16,1,1,1,173511.7,0,4,GOLD,995
727.0,France,Female,26,9,121508.3,1,1,1,146785.4,0,1,PLATINUM,253
559.0,Spain,Female,27,1,0.0,1,0,1,1050.33,0,5,DIAMOND,658
545.0,Spain,Male,36,8,73211.12,2,1,0,89587.34,1,3,PLATINUM,472
524.0,France,Male,22,9,0.0,2,1,0,74405.34,0,5,SILVER,992
707.0,France,Female,55,1,0.0,2,0,1,54409.48,0,5,GOLD,709
671.0,Spain,Male,38,0,92674.94,2,1,0,3647.57,0,4,SILVER,759
439.0,Spain,Male,52,3,96196.24,4,1,0,198874.5,1,1,GOLD,397
667.0,Germany,Female,36,1,114391.6,1,1,1,53412.54,0,5,SILVER,874
831.0,Germany,Male,32,9,80262.66,1,1,0,194867.8,0,4,GOLD,590
545.0,Spain,Female,33,7,173331.5,1,1,0,150452.9,0,4,DIAMOND,716
604.0,Spain,Female,35,7,147285.5,1,1,1,57807.05,0,5,PLATINUM,1000
487.0,Spain,Female,36,1,140137.2,1,1,0,194073.3,0,2,DIAMOND,677
750.0,Germany,Female,52,6,107467.6,1,1,0,126233.2,1,5,DIAMOND,644
694.0,Germany,Female,37,8,98218.04,2,1,0,182354.5,1,3,GOLD,964
711.0,Germany,Female,35,2,133607.8,1,1,1,120586.3,0,2,DIAMOND,352
551.0,France,Male,37,3,0.0,2,1,1,50578.4,0,1,PLATINUM,936
559.0,France,Female,38,8,95139.41,1,1,1,86575.46,0,4,PLATINUM,286
620.0,France,Female,29,3,0.0,2,0,1,153392.3,0,3,SILVER,475
660.0,Spain,Male,42,5,0.0,2,1,0,115509.6,0,5,SILVER,491
449.0,France,Female,37,6,0.0,2,1,0,82176.48,0,5,DIAMOND,599
703.0,Germany,Female,26,1,97331.19,1,1,0,63717.49,0,5,DIAMOND,425
795.0,Germany,Male,37,2,139265.6,2,1,1,198745.9,0,1,PLATINUM,504
594.0,France,Female,31,9,0.0,1,0,1,5719.11,0,5,GOLD,365
586.0,Spain,Male,34,5,168094.0,1,0,0,20058.61,0,3,GOLD,287
613.0,Germany,Female,30,5,131563.9,2,1,0,170639.0,0,2,GOLD,583
601.0,France,Male,44,3,0.0,2,1,0,30607.11,0,4,SILVER,319
657.0,France,Male,50,9,0.0,2,0,0,37171.46,0,4,GOLD,971
531.0,France,Male,31,3,0.0,1,1,1,42589.33,0,1,DIAMOND,241
621.0,Germany,Male,47,7,107363.3,1,1,1,66799.28,0,5,DIAMOND,801
782.0,France,Female,33,2,94493.03,1,0,1,101866.4,0,3,PLATINUM,324
528.0,Germany,Female,29,9,170214.2,2,1,0,49284.0,0,3,GOLD,940
696.0,France,Male,52,6,139781.1,1,1,0,27445.4,1,3,DIAMOND,457
586.0,France,Female,35,7,0.0,2,1,0,70760.69,0,4,PLATINUM,481
626.0,Spain,Female,26,8,148610.4,3,0,1,104502.0,1,5,PLATINUM,410
691.0,France,Female,33,1,128306.8,1,1,1,113580.8,0,2,PLATINUM,459
568.0,France,Female,47,7,0.0,2,1,1,45978.39,0,2,GOLD,845
715.0,France,Female,35,3,0.0,1,1,1,152012.4,0,4,GOLD,917
680.0,Germany,Male,32,7,175454.0,1,0,1,77349.92,0,2,PLATINUM,772
802.0,Spain,Male,41,6,0.0,2,1,0,47322.05,0,2,DIAMOND,340
539.0,France,Female,22,0,100885.9,2,1,1,38772.65,0,5,GOLD,725
594.0,Germany,Male,38,6,63176.44,2,1,1,14466.08,0,4,GOLD,890
596.0,France,Male,33,2,139451.7,1,0,0,63142.12,0,4,PLATINUM,640
649.0,France,Female,52,8,49113.75,1,1,0,41858.43,0,1,SILVER,673
699.0,Germany,Male,32,1,123906.2,3,1,1,127443.8,1,1,SILVER,896
787.0,France,Female,40,6,0.0,2,1,1,84151.98,0,3,SILVER,598
604.0,France,Male,28,7,0.0,2,0,0,58595.64,0,3,SILVER,223
489.0,Germany,Female,52,1,131441.5,1,1,0,37240.11,1,4,GOLD,980
651.0,France,Male,56,2,0.0,1,1,0,114522.7,1,4,GOLD,327
698.0,France,Male,57,6,136325.5,2,1,1,72549.27,1,2,DIAMOND,687
578.0,Germany,Female,38,4,113150.4,2,1,0,176712.6,1,4,GOLD,502
538.0,Spain,Female,42,9,0.0,1,0,0,152856.0,0,4,SILVER,641
696.0,France,Female,33,4,0.0,2,1,1,73371.65,0,3,PLATINUM,348
507.0,Germany,Female,46,8,102785.2,1,1,1,70323.68,0,1,GOLD,633
685.0,Spain,Male,34,6,83264.28,1,0,0,9663.28,0,5,GOLD,449
705.0,Germany,Male,41,4,72252.64,2,1,1,142514.7,0,2,GOLD,710
499.0,Germany,Female,29,6,148051.5,1,1,0,118623.9,0,4,PLATINUM,662
632.0,France,Male,32,6,111589.3,1,1,1,170383.0,0,4,DIAMOND,782
668.0,Germany,Female,39,0,122104.8,1,1,0,112946.7,1,5,DIAMOND,749
744.0,Germany,Male,32,4,96106.83,1,1,1,79812.77,0,5,DIAMOND,520
663.0,Germany,Male,42,7,115930.9,1,1,0,19862.78,0,4,DIAMOND,809
638.0,Germany,Female,37,7,124513.7,2,1,0,158610.9,0,4,PLATINUM,705
688.0,France,Female,54,9,0.0,1,1,0,191212.6,1,5,GOLD,746
588.0,Spain,Male,46,8,0.0,1,1,0,61931.21,0,5,GOLD,950
631.0,France,Male,33,7,0.0,1,1,1,58043.02,1,2,SILVER,715
687.0,Spain,Male,35,8,100988.4,2,1,0,22247.27,0,2,SILVER,594
599.0,France,Male,44,10,118577.2,1,1,1,31448.52,0,2,SILVER,785
718.0,Spain,Male,28,6,0.0,2,1,0,146875.9,0,4,DIAMOND,319
730.0,France,Male,27,5,0.0,2,1,1,116081.9,0,3,GOLD,480
